shop,title,price,old_price,discount,date_start,date_end,additional_info,img
maxima,"Tunai saulėgrąžų aliejuje; savo sultyse JOHN WEST*, 2 rūšių, 160 g",2.49,3.59,-30%,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e40c72d.png
maxima,"Vaivorykštinių upėtakių ikrai WELL DONE*, 200 g",10.99,18.99,-42%,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e42aa88.png
maxima,"Azijietiška; graikiška; itališka kepta žuvis SEKO*, 3 rūšių, 500 g",2.79,3.49,-20%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e3a24a7.png
maxima,"Bandelė VARŠKINĖ SRAIGĖ*, 3 vnt. × 60 g",0.99,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75ebb9463.png
maxima,"Juoda duona su kmynais*, 490 g, 1 vnt.",0.99,1.19,-16%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75ec11e05.png
maxima,"KASDIENĖ tamsi; šviesi čiabata*, 2 rūšių, 280 g, 1 vnt.",0.89,0.99,-10%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75eb242fc.png
maxima,"Kruasanas su kumpiu ir sūriu*, 2 vnt. × 96 g",1.29,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75d6e3034.png
maxima,"Spurga su vaisių įdaru (atitirpinta)*, 3 vnt. × 65 g",0.99,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75d757ac5.png
maxima,"Pyragėlis su varškės ir špinatų įdaru*, 86 g, 1 vnt.",0.59,0.79,-25%,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75d731bbf.png
maxima,"Pyragėlis MARCIPANINIS SUKUTIS*, 2 vnt. × 65 g",0.99,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75d6ba024.png
maxima,"Šokoladinis; citrininis; karamelinis pyragas JANCZEWSCY*, 3 rūšių, fasuotas, 375–400 g",2.69,2.99,-10%,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75d71a894.png
maxima,"Spurga DONUT SKINNY WITCH su mėlynių įdaru (atitirpinta)*, 66 g, 1 vnt.",0.49,0.79,,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/69688a97823ed.png
maxima,"Pyragėlis su klevų sirupu ir karijomis*, 2 vnt. × 81 g",0.89,,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695e6cc10affc.png
